text_clean,airline_sentiment,negativereason,airline,topic
tell flight delayed tell time min spare dont say delayed unless youre sure,negative,Flight Attendant Complaints,United,6
yes lusaka zambia guess bag never made plane iad,negative,Lost Luggage,United,0
late flight denver late flight newarklets not even get disaster checking bag unacceptable,negative,Late Flight,United,0
let dont think ive ever flown not problem worst airline period,negative,Can't Tell,United,5
yes filed claim amp hope receive luggage ridiculous purchase item sleep amp reimbursement,negative,Lost Luggage,United,0
ordlhr bag loaded min late flight frigid air cabin plane feel like falling apart upgrade long haul fleet,negative,Bad Flight,United,0
flight attendant never served beverage tea not checked give notcool,negative,Flight Attendant Complaints,United,37
load balancing system apparently systemwide major impact united airline flight cyberattack,negative,Can't Tell,United,-1
unscheduled refueling stop missing connecting flight home looking ward bed big pbampj sandwich,negative,Late Flight,United,-1
spent hundred rectify situation guy quiet,negative,Can't Tell,United,-1
sitting ewr nearly hour sked pilot say computer clue leave help,negative,Late Flight,United,-1
thats end come traveled literally extra day half,negative,Can't Tell,United,-1
received luggage also looked left snow arrived asking people refunded,negative,Damaged Luggage,United,0
updated aircraft wifi device entertainment outlet dont get charge device,negative,Bad Flight,United,11
one scan inside plane asked people line around plane going,negative,Customer Service Issue,United,-1
gate change two delay even crew think airline suck,negative,Late Flight,United,2
frustrated wasted day due equipment failure,negative,Cancelled Flight,United,-1
computer stopped giving update took flight info app thats ridiculous keep people updated,negative,Customer Service Issue,United,-1
soooo day youve offered response assume poor treatment gate agent norm,negative,Customer Service Issue,United,-1
call resulted hr hold time amp day wait check suspect code share fare nothing investigatedmy time wasted,negative,Customer Service Issue,United,3
taken week cust care respond case requesting refund wifi not working get update,negative,Customer Service Issue,United,11
thats corrective spent hour trying book online receive error clicking final purchase button,negative,Flight Booking Problems,United,-1
today not finest could prevented one gate agent advising passenger,negative,Late Flight,United,2
real deal delay flight denver vega,negative,Late Flight,United,21
madrid arrived agent mass confusion sent fro employee maryjo rude unhelpful,negative,Flight Attendant Complaints,United,-1
system failure bad trend software project like flying airplane there thing emergency takeoff,negative,Bad Flight,United,-1
lot report system failure delaying flight last week currently sitting tarmac ogg hour,negative,Late Flight,United,6
however completely controlthe price still displayed,negative,Customer Service Issue,United,50
tell file claim clothing purchased,negative,Lost Luggage,United,0
comically return flight ase two united flight boarding adjacent gate not clear plane board,negative,Can't Tell,United,2
wouldhow contact discus poor experience customer service would give shot,negative,Customer Service Issue,United,7
pacific rim date night cut not constantly randomly one spot repeatably,negative,Bad Flight,United,8
trying since file report,negative,Can't Tell,United,-1
send email bad experience send back generic response yet another reason ill never fly,negative,Customer Service Issue,United,10
ticket please refund unnecessary upgrade fee,negative,Flight Booking Problems,United,-1
horrible lost carseat expect use loner carseat safety regulation say illegal use used car seat,negative,Bad Flight,United,4
dont care link showed wrong price siteits site amp responsibility ensure correctness,negative,Flight Booking Problems,United,3
baggage fee waived premier member please see whats point membership,negative,Can't Tell,United,0
wonderful bag claim people finally bag catch earlier flight original flight landed wastedtime,negative,Lost Luggage,United,0
day late flightr bag not left iad united not helping everyone tell different story,negative,Lost Luggage,United,0
lose gate checked bag den ord direct flight ugh,negative,Lost Luggage,United,0
caught earlier flight ord gate checked bag youve lost ohare original flight land minute frustrating,negative,Lost Luggage,United,0
please follow missing bag,negative,Lost Luggage,United,0
left item plane calling non stop one answering please help,negative,Customer Service Issue,United,-1
whats good number call speak someone fix people luggage saturday,negative,Lost Luggage,United,-1
wheres damn bag,negative,Lost Luggage,United,0
well someone tell employee denver baggage claim still bag,negative,Lost Luggage,United,0
diverted missed connecting flight told bag way msy people cared,negative,Customer Service Issue,United,0
male agnt la threatens canadian cust cust take pic gate agent announce cant help rebook friendlyskies,negative,Flight Attendant Complaints,United,-1
want home tonight cancelled flight last leg reserv wout permission phrps,negative,Cancelled Flight,United,1
stressed rude agent overwhelmed delyd flight lasden yelling several people not pretty friendlyskies,negative,Customer Service Issue,United,14
landed boston last night hour traveling rough tho,negative,Bad Flight,United,-1
fail cancelled flightled flight frm gjt used reserv home iah sea reflight booking problem wout permission phrps,negative,Cancelled Flight,United,29
made fly list airline wait connector late flight stuck iah,negative,Late Flight,United,12
also mere fact online issue statement vice calling talking directly one good example,negative,Customer Service Issue,United,-1
weekend dealing company would say otherwise,negative,Customer Service Issue,United,-1
flight gone got plane businesstravel goodenoughmother,negative,Bad Flight,United,-1
proper response sorry wait flight look issue thats would handle,negative,Lost Luggage,United,-1
customer service terrible stood inline hour flight hour late flightr still bagdisgutedindenver,negative,Customer Service Issue,United,-1
boarding time show min gate agent started showed check bag,negative,Customer Service Issue,United,0
